customer_id,signup_date,gender,age_group,city,membership_tier,preferred_channel,email_subscribed
CUST-25381,2022-04-22,Male,45-54,Brisbane,Silver,In-Store,0
CUST-25382,2022-10-29,Female,35-44,Melbourne,Bronze,Online,1
CUST-25383,2021-07-06,Female,65+,Singapore,Bronze,Online,0
CUST-25384,2021-12-14,Male,45-54,New York,Silver,Online,0
CUST-25385,2022-12-11,Female,65+,London,Silver,In-Store,1
CUST-25386,2021-01-22,Female,45-54,Singapore,Gold,In-Store,0
CUST-25387,2021-10-28,Female,18-24,Singapore,Silver,In-Store,1
CUST-25388,2022-02-04,Male,18-24,Sydney,Silver,Online,1
CUST-25389,2021-08-19,Male,35-44,London,Bronze,In-Store,1
CUST-25390,2021-06-04,Male,35-44,Adelaide,Silver,Online,1
CUST-25391,2022-08-22,Female,65+,Auckland,Bronze,In-Store,1
CUST-25392,2022-06-30,Female,45-54,Adelaide,Silver,Online,1
CUST-25393,2022-08-12,Male,35-44,Singapore,Silver,In-Store,1
CUST-25394,2021-06-06,Male,25-34,Brisbane,Silver,In-Store,1
CUST-25395,2021-07-31,Female,35-44,Brisbane,Platinum,Online,1
CUST-25396,2021-04-14,Male,18-24,New York,Bronze,In-Store,1
CUST-25397,2022-09-09,Male,18-24,Brisbane,Silver,In-Store,1
CUST-25398,2022-07-08,Female,35-44,Melbourne,Silver,In-Store,0
CUST-25399,2021-12-02,Other,35-44,Adelaide,Gold,In-Store,0
CUST-25400,2022-11-05,Female,25-34,Adelaide,Platinum,In-Store,1
CUST-25401,2021-11-07,Female,25-34,London,Bronze,Online,0
CUST-25402,2021-10-05,Male,25-34,Adelaide,Bronze,In-Store,0
CUST-25403,2021-12-30,Female,18-24,Brisbane,Bronze,In-Store,1
CUST-25404,2022-03-27,Male,18-24,London,Bronze,Online,1
CUST-25405,2021-01-27,Male,45-54,Adelaide,Bronze,In-Store,1
CUST-25406,2022-01-25,Male,18-24,Toronto,Silver,In-Store,0
CUST-25407,2022-03-26,Female,45-54,Adelaide,Silver,In-Store,0
CUST-25408,2021-07-30,Male,45-54,Singapore,Silver,Online,1
CUST-25409,2021-05-08,Male,18-24,Brisbane,Bronze,In-Store,1
CUST-25410,2022-06-03,Female,55-64,New York,Platinum,Online,1
CUST-25411,2021-05-05,Other,25-34,Adelaide,Bronze,In-Store,1
CUST-25412,2021-05-04,Female,45-54,Singapore,Platinum,Online,1
CUST-25413,2022-01-02,Male,65+,Auckland,Silver,In-Store,1
CUST-25414,2022-03-02,Male,25-34,Adelaide,Silver,In-Store,0
CUST-25415,2021-04-03,Male,55-64,Auckland,Bronze,Online,0
CUST-25416,2022-05-05,Female,35-44,New York,Bronze,In-Store,1
CUST-25417,2021-04-25,Male,45-54,Sydney,Bronze,Online,1
CUST-25418,2021-01-08,Female,45-54,London,Silver,Online,0
CUST-25419,2022-02-14,Male,18-24,Auckland,Bronze,In-Store,1
CUST-25420,2022-01-05,Female,35-44,Melbourne,Silver,In-Store,1
CUST-25421,2022-03-21,Male,65+,Perth,Bronze,Online,0
CUST-25422,2021-08-23,Male,65+,Melbourne,Silver,In-Store,0
CUST-25423,2022-10-29,Male,65+,London,Bronze,Online,0
CUST-25424,2022-04-28,Female,18-24,Perth,Silver,Online,0
CUST-25425,2022-10-25,Other,35-44,Sydney,Bronze,In-Store,1
CUST-25426,2021-05-25,Female,25-34,Brisbane,Gold,In-Store,1
CUST-25427,2022-08-02,Female,18-24,Brisbane,Silver,In-Store,1
CUST-25428,2022-06-16,Male,25-34,Brisbane,Gold,In-Store,1
CUST-25429,2022-12-13,Female,45-54,Sydney,Bronze,Online,1
CUST-25430,2021-03-04,Male,55-64,Adelaide,Silver,Online,0
CUST-25431,2022-11-08,Female,35-44,Auckland,Bronze,In-Store,0
CUST-25432,2022-09-25,Male,45-54,Brisbane,Silver,In-Store,0
CUST-25433,2022-03-06,Other,25-34,Brisbane,Silver,Online,1
CUST-25434,2022-06-16,Female,25-34,Brisbane,Bronze,Online,1
CUST-25435,2022-01-09,Male,18-24,Brisbane,Bronze,Online,1
CUST-25436,2021-01-31,Other,45-54,Adelaide,Bronze,Online,1
CUST-25437,2021-11-10,Male,45-54,Auckland,Bronze,Online,1
CUST-25438,2021-09-29,Male,55-64,Auckland,Gold,Online,1
CUST-25439,2021-01-30,Female,18-24,Auckland,Gold,Online,1
CUST-25440,2021-01-30,Male,45-54,Sydney,Platinum,Online,1
CUST-25441,2021-05-28,Other,45-54,Sydney,Silver,In-Store,0
CUST-25442,2022-07-07,Female,45-54,Singapore,Bronze,Online,0
CUST-25443,2022-06-22,Male,25-34,Brisbane,Silver,Online,1
CUST-25444,2021-04-13,Female,18-24,Auckland,Platinum,Online,1
CUST-25445,2021-08-17,Female,18-24,London,Bronze,In-Store,0
CUST-25446,2021-03-09,Female,18-24,Toronto,Silver,In-Store,1
CUST-25447,2022-04-21,Male,45-54,New York,Silver,In-Store,1
CUST-25448,2022-03-27,Female,25-34,Singapore,Bronze,In-Store,1
CUST-25449,2022-10-15,Female,18-24,Perth,Bronze,In-Store,1
CUST-25450,2022-05-03,Male,45-54,Perth,Silver,Online,0
CUST-25451,2021-05-12,Male,35-44,New York,Bronze,Online,1
CUST-25452,2022-01-10,Male,55-64,Melbourne,Bronze,Online,1
CUST-25453,2022-05-05,Male,45-54,Singapore,Bronze,In-Store,1
CUST-25454,2021-07-20,Female,25-34,Adelaide,Bronze,In-Store,0
CUST-25455,2022-06-12,Female,25-34,Brisbane,Bronze,Online,1
CUST-25456,2021-08-19,Male,65+,Melbourne,Bronze,Online,1
CUST-25457,2021-04-08,Male,65+,London,Silver,Online,1
CUST-25458,2021-10-17,Other,55-64,Melbourne,Bronze,In-Store,0
CUST-25459,2021-09-13,Male,25-34,Perth,Silver,Online,1
CUST-25460,2021-07-09,Female,65+,Perth,Bronze,Online,1
CUST-25461,2021-12-03,Female,65+,Toronto,Gold,Online,1
CUST-25462,2022-11-16,Female,55-64,New York,Bronze,Online,1
CUST-25463,2022-06-14,Male,55-64,Perth,Silver,In-Store,0
CUST-25464,2021-05-15,Female,35-44,London,Bronze,Online,1
CUST-25465,2022-01-19,Female,65+,Brisbane,Silver,Online,0
CUST-25466,2022-08-17,Other,65+,Sydney,Silver,Online,1
CUST-25467,2022-01-30,Male,65+,Sydney,Silver,In-Store,1
CUST-25468,2021-07-22,Male,25-34,Sydney,Silver,Online,1
CUST-25469,2021-05-27,Female,65+,Sydney,Silver,In-Store,1
CUST-25470,2021-09-01,Female,25-34,London,Silver,In-Store,1
CUST-25471,2021-11-27,Male,18-24,Singapore,Bronze,In-Store,1
CUST-25472,2022-05-08,Male,45-54,Auckland,Gold,In-Store,1
CUST-25473,2021-07-12,Female,65+,Singapore,Platinum,In-Store,0
CUST-25474,2022-02-20,Male,45-54,Adelaide,Bronze,Online,1
CUST-25475,2022-04-10,Male,55-64,Perth,Silver,In-Store,1
CUST-25476,2022-07-13,Female,45-54,Melbourne,Silver,Online,1
CUST-25477,2021-10-14,Female,65+,New York,Bronze,In-Store,1
CUST-25478,2021-12-12,Male,35-44,Brisbane,Gold,In-Store,1
CUST-25479,2021-09-19,Female,35-44,Toronto,Silver,In-Store,1
CUST-25480,2022-07-17,Female,45-54,Melbourne,Bronze,Online,1
CUST-25481,2022-11-16,Male,35-44,New York,Silver,Online,0
CUST-25482,2021-09-27,Male,18-24,Auckland,Silver,In-Store,0
CUST-25483,2022-03-13,Female,65+,Sydney,Bronze,In-Store,1
CUST-25484,2022-07-11,Male,25-34,Melbourne,Silver,In-Store,0
CUST-25485,2021-08-21,Female,45-54,Melbourne,Bronze,In-Store,1
CUST-25486,2021-05-04,Male,55-64,Perth,Silver,In-Store,1
CUST-25487,2021-05-10,Female,35-44,Perth,Silver,In-Store,0
CUST-25488,2022-04-09,Female,45-54,New York,Silver,In-Store,1
CUST-25489,2021-03-26,Female,55-64,Brisbane,Gold,In-Store,0
CUST-25490,2022-02-12,Male,55-64,Adelaide,Bronze,Online,1
CUST-25491,2021-05-26,Other,65+,Adelaide,Gold,Online,0
CUST-25492,2021-01-18,Female,25-34,Auckland,Gold,Online,1
CUST-25493,2022-06-23,Other,55-64,Brisbane,Platinum,In-Store,0
CUST-25494,2022-07-31,Male,55-64,New York,Bronze,In-Store,1
CUST-25495,2021-02-18,Male,55-64,Auckland,Bronze,In-Store,1
CUST-25496,2022-07-07,Female,25-34,New York,Bronze,In-Store,1
CUST-25497,2021-06-20,Female,35-44,Brisbane,Bronze,In-Store,1
CUST-25498,2021-04-13,Male,65+,Brisbane,Bronze,Online,1
CUST-25499,2022-10-13,Female,65+,Singapore,Silver,In-Store,1
CUST-25500,2021-08-20,Male,65+,Brisbane,Gold,Online,0
CUST-25501,2022-07-08,Male,55-64,London,Silver,In-Store,0
CUST-25502,2021-07-27,Female,35-44,Sydney,Silver,In-Store,1
CUST-25503,2022-02-15,Male,35-44,London,Silver,Online,1
CUST-25504,2022-06-19,Male,45-54,Toronto,Gold,In-Store,1
CUST-25505,2022-04-25,Male,35-44,Brisbane,Silver,Online,0
CUST-25506,2021-11-04,Male,18-24,Melbourne,Bronze,Online,1
CUST-25507,2021-09-15,Other,65+,New York,Gold,Online,1
CUST-25508,2022-11-16,Other,35-44,Adelaide,Silver,In-Store,1
CUST-25509,2022-09-20,Male,55-64,Melbourne,Silver,Online,1
CUST-25510,2021-03-02,Female,45-54,Brisbane,Silver,In-Store,1
CUST-25511,2021-05-28,Male,45-54,Brisbane,Silver,Online,1
CUST-25512,2021-09-06,Male,45-54,Brisbane,Gold,In-Store,1
CUST-25513,2022-10-24,Female,45-54,London,Silver,In-Store,1
CUST-25514,2022-08-29,Female,25-34,Adelaide,Bronze,Online,1
CUST-25515,2021-12-25,Male,18-24,Adelaide,Silver,Online,1
CUST-25516,2021-10-10,Male,25-34,London,Silver,In-Store,0
CUST-25517,2021-05-07,Male,65+,Singapore,Platinum,Online,0
CUST-25518,2022-11-20,Male,25-34,Adelaide,Bronze,In-Store,1
CUST-25519,2022-03-31,Male,25-34,Perth,Bronze,In-Store,1
CUST-25520,2021-12-02,Female,18-24,Melbourne,Gold,Online,1
CUST-25521,2022-06-18,Female,35-44,New York,Bronze,Online,0
CUST-25522,2021-04-16,Female,65+,Singapore,Silver,Online,0
CUST-25523,2022-04-28,Male,25-34,Toronto,Bronze,In-Store,1
CUST-25524,2021-11-02,Female,18-24,New York,Silver,In-Store,1
CUST-25525,2022-09-17,Female,45-54,Brisbane,Bronze,Online,0
CUST-25526,2021-03-14,Male,65+,Auckland,Bronze,Online,1
CUST-25527,2021-10-06,Male,18-24,London,Silver,Online,0
CUST-25528,2021-09-19,Female,18-24,Toronto,Bronze,In-Store,0
CUST-25529,2022-03-13,Male,55-64,Brisbane,Gold,In-Store,0
CUST-25530,2022-12-28,Male,65+,Toronto,Gold,In-Store,0
CUST-25531,2021-10-26,Male,25-34,New York,Gold,Online,0
CUST-25532,2021-04-16,Male,18-24,Singapore,Silver,In-Store,1
CUST-25533,2022-09-06,Male,35-44,Adelaide,Bronze,Online,1
CUST-25534,2022-11-12,Male,45-54,London,Bronze,In-Store,0
CUST-25535,2022-03-08,Male,18-24,Melbourne,Silver,Online,0
CUST-25536,2021-10-14,Male,65+,Perth,Platinum,Online,1
CUST-25537,2021-09-15,Male,65+,New York,Gold,In-Store,1
CUST-25538,2021-12-03,Male,45-54,Perth,Platinum,In-Store,1
CUST-25539,2022-01-01,Female,18-24,Sydney,Silver,Online,1
CUST-25540,2021-04-14,Male,65+,Toronto,Bronze,Online,1
CUST-25541,2021-09-06,Female,55-64,Toronto,Bronze,Online,1
CUST-25542,2021-08-15,Female,55-64,London,Bronze,Online,1
CUST-25543,2022-11-13,Male,35-44,Melbourne,Bronze,In-Store,1
CUST-25544,2022-12-27,Male,45-54,New York,Bronze,In-Store,1
CUST-25545,2022-09-14,Male,55-64,London,Platinum,Online,0
CUST-25546,2022-09-14,Male,55-64,London,Gold,Online,1
CUST-25547,2021-02-13,Female,55-64,Melbourne,Platinum,Online,1
CUST-25548,2022-08-28,Male,65+,Melbourne,Bronze,Online,1
CUST-25549,2022-08-13,Male,18-24,Melbourne,Bronze,In-Store,1
CUST-25550,2021-09-02,Male,35-44,Singapore,Bronze,Online,0
CUST-25551,2022-11-20,Male,65+,Singapore,Silver,Online,1
CUST-25552,2022-03-08,Female,45-54,Sydney,Silver,Online,1
CUST-25553,2021-12-22,Female,65+,Toronto,Bronze,In-Store,0
CUST-25554,2022-04-17,Female,55-64,New York,Bronze,In-Store,0
CUST-25555,2021-02-08,Female,45-54,London,Bronze,Online,1
CUST-25556,2022-11-17,Female,18-24,Adelaide,Bronze,In-Store,1
CUST-25557,2022-08-04,Male,25-34,Sydney,Silver,Online,1
CUST-25558,2022-10-08,Female,35-44,Melbourne,Bronze,Online,1
CUST-25559,2021-10-27,Female,45-54,Sydney,Gold,In-Store,1
CUST-25560,2022-04-13,Male,35-44,Auckland,Gold,In-Store,1
CUST-25561,2022-12-01,Male,35-44,Auckland,Gold,In-Store,0
CUST-25562,2021-09-12,Male,35-44,Toronto,Gold,In-Store,1
CUST-25563,2021-02-18,Female,35-44,Toronto,Silver,Online,1
CUST-25564,2022-12-17,Male,65+,Perth,Gold,Online,0
CUST-25565,2021-06-14,Female,25-34,New York,Gold,Online,1
CUST-25566,2022-07-15,Female,65+,Auckland,Silver,In-Store,0
CUST-25567,2022-02-15,Male,35-44,Brisbane,Bronze,In-Store,1
CUST-25568,2022-05-27,Female,18-24,Auckland,Silver,In-Store,1
CUST-25569,2021-12-27,Other,55-64,New York,Bronze,In-Store,1
CUST-25570,2021-08-22,Male,35-44,Perth,Silver,In-Store,1
CUST-25571,2021-04-14,Female,65+,Melbourne,Gold,In-Store,0
CUST-25572,2022-10-17,Male,45-54,Auckland,Gold,Online,0
CUST-25573,2022-09-29,Male,45-54,Brisbane,Silver,Online,1
CUST-25574,2022-01-27,Female,25-34,Perth,Gold,Online,0
CUST-25575,2022-12-26,Female,45-54,Auckland,Bronze,Online,0
CUST-25576,2021-12-12,Male,45-54,Auckland,Bronze,In-Store,1
CUST-25577,2021-06-13,Female,25-34,Auckland,Platinum,Online,1
CUST-25578,2021-01-17,Female,18-24,Adelaide,Bronze,In-Store,1
CUST-25579,2022-08-19,Male,35-44,New York,Silver,In-Store,1
CUST-25580,2022-12-19,Other,65+,New York,Silver,Online,1
CUST-25581,2021-10-31,Female,55-64,New York,Silver,In-Store,1
CUST-25582,2021-07-02,Female,45-54,Singapore,Bronze,In-Store,1
CUST-25583,2022-12-14,Female,18-24,Adelaide,Bronze,In-Store,0
CUST-25584,2021-04-06,Male,18-24,Singapore,Gold,In-Store,0
CUST-25585,2022-11-11,Male,45-54,Perth,Bronze,Online,1
CUST-25586,2021-05-30,Male,65+,Auckland,Bronze,Online,1
CUST-25587,2022-06-30,Female,35-44,London,Bronze,Online,0
CUST-25588,2021-05-17,Female,45-54,Melbourne,Gold,In-Store,1
CUST-25589,2021-10-28,Male,55-64,Singapore,Bronze,In-Store,1
CUST-25590,2021-03-26,Female,35-44,Adelaide,Silver,In-Store,0
CUST-25591,2022-03-30,Male,18-24,Adelaide,Silver,In-Store,1
CUST-25592,2022-07-16,Female,25-34,Perth,Gold,Online,0
CUST-25593,2021-01-27,Female,45-54,Adelaide,Silver,In-Store,0
CUST-25594,2022-12-13,Male,25-34,Adelaide,Bronze,In-Store,0
CUST-25595,2021-08-20,Male,45-54,Adelaide,Silver,Online,0
CUST-25596,2021-05-29,Male,18-24,Perth,Bronze,In-Store,1
CUST-25597,2021-09-07,Male,18-24,Singapore,Platinum,Online,1
CUST-25598,2022-05-10,Male,45-54,London,Silver,Online,1
CUST-25599,2022-07-24,Male,55-64,Singapore,Gold,In-Store,1
CUST-25600,2021-07-16,Male,45-54,Brisbane,Bronze,Online,1
CUST-25601,2022-06-16,Male,55-64,London,Bronze,In-Store,1
CUST-25602,2022-10-05,Female,55-64,London,Bronze,In-Store,1
CUST-25603,2021-09-25,Female,65+,Auckland,Gold,In-Store,1
CUST-25604,2021-09-27,Female,45-54,Auckland,Platinum,In-Store,1
CUST-25605,2022-01-09,Female,25-34,Auckland,Bronze,In-Store,1
CUST-25606,2022-07-08,Male,35-44,Melbourne,Bronze,In-Store,1
CUST-25607,2022-12-11,Male,25-34,Auckland,Silver,Online,1
CUST-25608,2022-12-21,Male,25-34,New York,Bronze,Online,0
CUST-25609,2022-08-16,Other,25-34,Melbourne,Silver,Online,0
CUST-25610,2022-06-04,Male,65+,Toronto,Silver,Online,0
CUST-25611,2022-07-03,Male,35-44,Melbourne,Gold,Online,1
CUST-25612,2022-09-11,Female,25-34,Auckland,Platinum,Online,1
CUST-25613,2022-12-20,Female,65+,New York,Bronze,In-Store,1
CUST-25614,2021-08-18,Female,45-54,Perth,Bronze,In-Store,0
CUST-25615,2022-08-12,Female,18-24,Toronto,Silver,In-Store,1
CUST-25616,2022-09-26,Male,45-54,Toronto,Platinum,In-Store,0
CUST-25617,2022-08-29,Female,45-54,Melbourne,Bronze,In-Store,0
CUST-25618,2021-06-25,Female,18-24,New York,Gold,In-Store,1
CUST-25619,2022-04-05,Male,55-64,Sydney,Bronze,In-Store,1
CUST-25620,2021-12-22,Male,45-54,Brisbane,Silver,In-Store,1
CUST-25621,2021-03-07,Female,65+,Auckland,Silver,In-Store,1
CUST-25622,2021-03-08,Female,65+,Perth,Gold,In-Store,1
CUST-25623,2022-08-07,Female,35-44,Sydney,Gold,Online,1
CUST-25624,2023-01-01,Other,55-64,Toronto,Gold,In-Store,1
CUST-25625,2022-03-18,Male,65+,Brisbane,Bronze,Online,0
CUST-25626,2022-02-10,Female,25-34,Toronto,Bronze,In-Store,0
CUST-25627,2021-11-14,Male,55-64,Perth,Bronze,Online,1
CUST-25628,2021-12-05,Female,25-34,Singapore,Platinum,Online,0
CUST-25629,2022-06-05,Female,45-54,Brisbane,Bronze,Online,0
CUST-25630,2022-07-07,Male,65+,Singapore,Silver,Online,1
CUST-25631,2021-11-19,Male,18-24,Singapore,Silver,In-Store,1
CUST-25632,2021-02-24,Female,65+,Auckland,Silver,Online,1
CUST-25633,2022-08-25,Female,18-24,Melbourne,Platinum,In-Store,0
CUST-25634,2022-09-21,Female,18-24,New York,Bronze,In-Store,1
CUST-25635,2022-02-28,Male,65+,Brisbane,Gold,Online,0
CUST-25636,2021-07-19,Female,25-34,Singapore,Gold,In-Store,1
CUST-25637,2021-07-03,Male,25-34,Sydney,Silver,Online,1
CUST-25638,2022-10-27,Female,45-54,Melbourne,Silver,In-Store,0
CUST-25639,2021-12-06,Female,18-24,Melbourne,Bronze,Online,1
CUST-25640,2022-02-18,Female,55-64,London,Gold,In-Store,1
CUST-25641,2022-02-22,Female,45-54,Toronto,Silver,Online,1
CUST-25642,2021-05-22,Male,35-44,Brisbane,Bronze,Online,0
CUST-25643,2021-04-09,Female,35-44,Auckland,Silver,Online,1
CUST-25644,2021-07-01,Female,65+,London,Bronze,Online,1
CUST-25645,2021-09-16,Female,45-54,Melbourne,Silver,Online,0
CUST-25646,2021-07-08,Female,35-44,London,Silver,Online,1
CUST-25647,2021-07-25,Other,25-34,Auckland,Bronze,Online,0
CUST-25648,2022-10-25,Male,65+,Melbourne,Silver,Online,1
CUST-25649,2021-12-14,Female,45-54,Melbourne,Gold,In-Store,1
CUST-25650,2022-06-21,Other,35-44,Sydney,Silver,Online,0
CUST-25651,2022-09-13,Other,18-24,New York,Silver,In-Store,0
CUST-25652,2021-03-02,Male,65+,Auckland,Silver,Online,1
CUST-25653,2021-04-08,Male,25-34,Sydney,Gold,Online,1
CUST-25654,2022-06-26,Male,18-24,Sydney,Gold,In-Store,1
CUST-25655,2021-12-01,Female,45-54,Perth,Bronze,Online,1
CUST-25656,2021-01-29,Female,55-64,Singapore,Bronze,In-Store,1
CUST-25657,2022-01-19,Male,18-24,Brisbane,Silver,In-Store,0
CUST-25658,2021-07-13,Female,65+,Singapore,Platinum,Online,1
CUST-25659,2022-05-26,Male,25-34,New York,Silver,Online,1
CUST-25660,2021-08-12,Female,35-44,Melbourne,Silver,Online,1
CUST-25661,2022-12-01,Male,25-34,Singapore,Silver,In-Store,1
CUST-25662,2022-01-19,Male,55-64,Brisbane,Silver,Online,1
CUST-25663,2022-03-28,Female,65+,Brisbane,Silver,In-Store,1
CUST-25664,2022-06-04,Male,25-34,Toronto,Bronze,Online,1
CUST-25665,2021-02-01,Female,55-64,Sydney,Platinum,In-Store,1
CUST-25666,2022-07-05,Male,18-24,Perth,Gold,In-Store,0
CUST-25667,2021-10-26,Male,18-24,Auckland,Bronze,In-Store,0
CUST-25668,2022-12-01,Female,25-34,Singapore,Bronze,Online,1
CUST-25669,2022-06-15,Male,25-34,Melbourne,Bronze,In-Store,0
CUST-25670,2022-05-25,Male,25-34,Singapore,Gold,In-Store,1
CUST-25671,2021-06-08,Female,55-64,Auckland,Bronze,Online,1
CUST-25672,2022-04-11,Male,65+,New York,Bronze,In-Store,0
CUST-25673,2022-02-03,Female,45-54,Melbourne,Gold,In-Store,0
CUST-25674,2022-11-16,Female,55-64,Melbourne,Bronze,Online,0
CUST-25675,2021-12-13,Female,25-34,Auckland,Bronze,In-Store,0
CUST-25676,2021-05-25,Male,25-34,Toronto,Gold,In-Store,1
CUST-25677,2021-07-12,Male,45-54,Sydney,Bronze,Online,1
CUST-25678,2022-01-02,Female,18-24,Toronto,Gold,Online,1
CUST-25679,2022-11-07,Male,65+,Singapore,Bronze,Online,1
CUST-25680,2021-04-12,Female,55-64,Melbourne,Silver,Online,1
CUST-25681,2022-11-11,Female,65+,Auckland,Silver,Online,1
CUST-25682,2022-06-24,Male,55-64,Singapore,Bronze,Online,1
CUST-25683,2022-12-21,Male,55-64,New York,Silver,In-Store,1
CUST-25684,2022-02-08,Male,55-64,Adelaide,Silver,Online,0
CUST-25685,2021-10-17,Male,35-44,Brisbane,Silver,In-Store,1
CUST-25686,2022-04-04,Male,25-34,Perth,Silver,In-Store,1
CUST-25687,2022-10-04,Male,45-54,London,Bronze,In-Store,0
CUST-25688,2022-03-22,Female,45-54,Melbourne,Gold,In-Store,1
CUST-25689,2022-05-18,Other,18-24,Toronto,Gold,Online,1
CUST-25690,2021-04-17,Female,35-44,New York,Silver,In-Store,0
CUST-25691,2022-05-11,Female,55-64,London,Platinum,Online,1
CUST-25692,2021-11-10,Male,45-54,Perth,Silver,Online,1
CUST-25693,2022-12-02,Male,65+,Sydney,Gold,In-Store,0
CUST-25694,2022-06-25,Male,18-24,Adelaide,Silver,In-Store,1
CUST-25695,2021-04-02,Male,35-44,Singapore,Bronze,Online,1
CUST-25696,2022-08-08,Male,55-64,Brisbane,Bronze,In-Store,0
CUST-25697,2022-10-19,Female,35-44,Sydney,Silver,In-Store,0
CUST-25698,2022-07-02,Male,18-24,Sydney,Bronze,In-Store,0
CUST-25699,2021-11-07,Male,45-54,Adelaide,Silver,In-Store,1
CUST-25700,2021-12-27,Female,55-64,Sydney,Bronze,Online,1
CUST-25701,2022-12-02,Female,45-54,New York,Gold,Online,1
CUST-25702,2022-06-21,Female,25-34,New York,Bronze,Online,1
CUST-25703,2022-01-15,Male,65+,Sydney,Bronze,Online,1
CUST-25704,2021-08-08,Male,18-24,Toronto,Silver,Online,0
CUST-25705,2021-07-10,Female,25-34,Auckland,Bronze,In-Store,0
CUST-25706,2021-03-16,Female,65+,Adelaide,Bronze,In-Store,0
CUST-25707,2022-05-23,Female,25-34,Singapore,Bronze,In-Store,1
CUST-25708,2022-10-18,Female,55-64,Sydney,Bronze,Online,0
CUST-25709,2021-02-16,Male,45-54,Adelaide,Bronze,In-Store,1
CUST-25710,2022-12-07,Female,18-24,Perth,Platinum,In-Store,0
CUST-25711,2021-01-05,Male,25-34,Auckland,Gold,In-Store,1
CUST-25712,2021-07-01,Female,45-54,Adelaide,Bronze,In-Store,1
CUST-25713,2022-01-16,Female,45-54,Sydney,Bronze,Online,0
CUST-25714,2021-06-09,Male,25-34,Singapore,Silver,Online,1
CUST-25715,2021-09-10,Male,55-64,Perth,Silver,Online,1
CUST-25716,2022-03-09,Female,65+,Singapore,Bronze,In-Store,1
CUST-25717,2022-12-29,Male,65+,Perth,Gold,Online,1
CUST-25718,2021-07-29,Female,65+,Perth,Silver,In-Store,1
CUST-25719,2022-02-24,Female,65+,Sydney,Bronze,In-Store,0
CUST-25720,2022-03-02,Female,45-54,London,Silver,Online,0
CUST-25721,2021-10-12,Female,25-34,Toronto,Platinum,In-Store,1
CUST-25722,2021-09-17,Female,55-64,Sydney,Silver,In-Store,1
CUST-25723,2022-10-04,Male,65+,London,Silver,In-Store,1
CUST-25724,2021-02-12,Male,65+,Toronto,Silver,Online,1
CUST-25725,2021-05-12,Female,65+,Adelaide,Bronze,In-Store,0
CUST-25726,2021-03-14,Female,65+,Melbourne,Bronze,Online,0
CUST-25727,2021-04-29,Male,25-34,Toronto,Gold,Online,1
CUST-25728,2021-03-10,Male,25-34,New York,Gold,In-Store,1
CUST-25729,2021-12-02,Female,25-34,Perth,Platinum,Online,0
CUST-25730,2022-11-29,Female,65+,London,Gold,Online,1
CUST-25731,2021-10-19,Male,55-64,Perth,Bronze,Online,1
CUST-25732,2021-10-19,Female,55-64,Perth,Silver,In-Store,1
CUST-25733,2021-04-22,Female,18-24,London,Gold,In-Store,0
CUST-25734,2021-07-26,Female,18-24,New York,Bronze,Online,1
CUST-25735,2022-05-25,Female,25-34,Brisbane,Bronze,Online,1
CUST-25736,2022-06-15,Female,18-24,Toronto,Bronze,In-Store,1
CUST-25737,2022-05-06,Female,18-24,Melbourne,Bronze,Online,1
CUST-25738,2021-08-23,Male,18-24,London,Silver,Online,1
CUST-25739,2021-07-08,Male,18-24,Melbourne,Bronze,Online,1
CUST-25740,2021-09-05,Other,45-54,Singapore,Bronze,In-Store,0
CUST-25741,2022-01-15,Male,45-54,Brisbane,Bronze,In-Store,1
CUST-25742,2022-03-29,Male,55-64,Sydney,Bronze,Online,0
CUST-25743,2022-11-10,Female,55-64,Adelaide,Bronze,In-Store,0
CUST-25744,2021-08-04,Male,65+,Auckland,Gold,In-Store,0
CUST-25745,2021-02-14,Female,55-64,Sydney,Silver,In-Store,1
CUST-25746,2021-06-06,Female,35-44,Perth,Bronze,Online,1
CUST-25747,2021-06-29,Female,35-44,Toronto,Bronze,Online,1
CUST-25748,2021-07-25,Male,65+,Sydney,Bronze,Online,1
CUST-25749,2022-02-05,Female,45-54,Brisbane,Gold,In-Store,1
CUST-25750,2021-10-26,Male,55-64,Melbourne,Silver,Online,1
CUST-25751,2021-08-19,Male,25-34,Adelaide,Silver,Online,0
CUST-25752,2021-12-10,Female,65+,Toronto,Bronze,In-Store,1
CUST-25753,2021-01-26,Female,45-54,Melbourne,Bronze,Online,1
CUST-25754,2021-09-09,Male,55-64,New York,Gold,Online,1
CUST-25755,2021-10-22,Male,55-64,Brisbane,Silver,Online,1
CUST-25756,2021-05-27,Female,55-64,Auckland,Bronze,In-Store,1
CUST-25757,2021-02-28,Male,18-24,Melbourne,Bronze,Online,1
CUST-25758,2022-02-24,Male,55-64,New York,Bronze,Online,0
CUST-25759,2021-01-18,Female,55-64,Brisbane,Gold,Online,0
CUST-25760,2021-11-26,Male,35-44,Sydney,Platinum,In-Store,0
CUST-25761,2021-05-27,Male,18-24,Adelaide,Silver,Online,1
CUST-25762,2021-01-07,Female,45-54,Sydney,Bronze,In-Store,1
CUST-25763,2022-07-31,Female,18-24,London,Silver,Online,1
CUST-25764,2022-08-04,Female,18-24,Adelaide,Gold,Online,1
CUST-25765,2022-10-06,Female,18-24,Singapore,Silver,Online,1
CUST-25766,2022-07-13,Male,18-24,Sydney,Bronze,Online,1
